"","Yorumlar","Sentiment","Duygu"
"2283","silkroadın şampiyonası biz katılırdık",0.1,"Pozitif"
"2284","silah misin ilah misin",0.1,"Pozitif"
"2285","sondaki sahnesini beğendim iyi düşünülmüş",0.9,"Pozitif"
"2286","satranç ondanda fazlası düşünme refleks yetenekte ön plana çıkan oyun",0.7,"Pozitif"
"2287","hastasiyim oyunun yatıp kalkıp oynuyorum",0.2,"Pozitif"
"2288","quoticat çıkarmaquot lafı ülkede çoğu insana mantıklı geliyor fakat biz dedikçe icatlar çıkmaya ediyor insanlar kitleler halinde teknolojiye akın ediyor insanımız quotvideo oyunu izliyorsunuz gidin yıl önceki ilkelbağnaz bilgilerin anlatıldığı dersleri çalışınquot mantığıyla ediyor sanayi devrimini kaçırdık teknoloji devriminide kaçırmaya",-0.2,"Negatif"
"2289","öncelikle ellerine sağlık bahsettiğin oynuyorum beklemediğim son karşılaştım duyguyu yaşattığın minnettarım",0.9,"Pozitif"
"2290","<b>fazla dinci olabilirsiniz ögütlerinizi kendinize saklayin yildir oyunu oynuyorum gram pişman degilim oyun kimse mutlu etmedi kimi zaman paylasmayi kimi zaman birisine guvenmeyi ogretti oyuna yillarimi verdim burda dakikalik oyun kismini gördü kotu eleştiremezsin git oyunu oyna yil gorurum seni<b>",0.3,"Pozitif"
"2291","lol turnuvası oyundan fazlası olduğunu gösterdi",0.2,"Pozitif"
"2293","mükkemmel mükkemmel yakışır rahmet eylesin<a",0.9,"Pozitif"
"2294","paylaşımların emeğine yüreğine sağlık yeni tanıdım abone oldum yaşında sıkı takipcin oldum güncel olayları takibedip bitirmen cuk oturmuş özet işi iyi yapıyorsun yolun açık",0.8,"Pozitif"
"2295","kral izlerken sanki gerçekte karşımda şeyler anlatıyormussun hissediyorum senden aldığım bılgılero anneme kardeşime anlatıyorum anlamıyorlar not alıyorum samimi sın bize karsı diğer youtuberlerden farklısın inşallah karşılaşmak nasıp senle iyi gunler",0.4,"Pozitif"
"2296","",0.3,"Pozitif"
"2297","bağırmalıyım bunun hastane kursunlar",-0.3,"Negatif"
"2298","süleymanoğluna videoda yer vermeniz legends sözüyle birleştirmeniz etkiledi uzun süredir izlediğim iyi",0.7,"Pozitif"
"2299","yusuf profosyonel csgo oynamaktayım gunde durmadan kendimi geliştirmek uğraşıyorum ders çalışmıyorum işe yaşında başladım senedir ugrasıyorum bağımlılıkta sınır tanımıyoruz takımca rank oynamıyoruz turnuvalara katılmak oynuyoruz",0.1,"Pozitif"
"2300","",0.2,"Pozitif"
"2301","spor",0.4,"Pozitif"
"2302","biten eşleşme geldi",0,"Nötr"
"2303","zararlarından oyuncuların arası lise mevzunu lise terk",-0.1,"Negatif"
"2304","dislike kolsuzlar",-0.8,"Negatif"
"2305","bazıları para bazıları asosyallik",0.3,"Pozitif"
"2306","son kısım ellerine sağlık",0.9,"Pozitif"
"2307","yalnız yaktı",0.2,"Pozitif"
"2308","<a nınıınnınınını nı nı nıı 🐠🐠🐠",0.3,"Pozitif"
"2309","esporu eleştirenlere iki söyleyeceğim birincisi esporun yan etkisi diğer sporlardan az spor düşünün taraftarları sırf başka takımın taraftarı adamı öldürüyor sayısız küfürler hakaretler savuruyor e sporda kendini bilen zümreye hitap ettiği gerçek ikincisi hareket etmeden spor yapılır diyenleri anlıyorum çağ onların çağı yy daki adamın futbola spor eleştirisi yapması onlara spor ata binelerek yapılırdı topun peşinde koşularak",-0.3,"Negatif"
"2310","şekil değiştirir",0.3,"Pozitif"
"2311","muhteşem detaysın nasıl kapanış",0.8,"Pozitif"
"2312","lolcüler çıldırdı",0.3,"Pozitif"
"2313","kardeşim haftaki sonunda güzel vefa örneği göstermişsin gözlerim doldu devamını dilerim",0.9,"Pozitif"
"2314","süpersin",0.3,"Pozitif"
"2315","günde oturup oyun oynanıyorsa spordan bahsedilemez hareketsizlikten birkaçında türlü hastalıklar çıkınca görmek lazım espor neymiş değilmiş başında eevent tarzı isim bulunmalıydı",-0.5,"Negatif"
"2316","boş iş diyenleri anlamıyorum düşünün",-0.5,"Negatif"
"2317","videonu izlerken sefer nasıl güzel bitecek mutluluğuyla izliyorum tebrikler",0.8,"Pozitif"
"2318","legends 🗥",0.4,"Pozitif"
"2319","işin disiplinli çalışmak olduğunun farkındayım fakat insanlara fiziksel zarar veren uğrasın spor adlandırılmasını doğru bulmuyorum dijital müsabaka demek mantıklı",-0.5,"Negatif"
"2320","espor oyuncuları kitlesiyle alakalı videoda süleyman oğluna ithafen yapılması bağlantının kurulması 🐯",0.1,"Pozitif"
"2321","müthiş detaysın",0.3,"Pozitif"
"2322","tc no girmeyi turkiye ye gelsin",0,"Nötr"
"2323","starcraft ilgilendiğinizi bilmiyordum ilginç geldi sevindim",0.6,"Pozitif"
"2324","spordur",0.3,"Pozitif"
"2325","sporun değişimine tanık olun",0.2,"Pozitif"
"2326","izlemeye başladıktan kaç saniye elim otomatik beğenme butonuna gitti görünce tekrar beğenmeye butonuna gitti elim",-0.2,"Negatif"
"2327","elektronik oyunlar ilgi alanıma girmesede iyi sonuna izlemişim son kısımda herkülü rahmet eylesin legend",0.8,"Pozitif"
"2328","yakinda olimpiyatlara girecek üstadım<br>allah rahmet eylesin buyuk herkul koca pasa",0.8,"Pozitif"
"2329","yaptığınız videolar güzel emeğin sonunda ortaya çıktığı belli son dk ayrıca teşekkür",0.9,"Pozitif"
"2330","tüm videolarını iyisi",0.8,"Pozitif"
"2331","spor fiziksel yapılan eylem tanımlanmış spor yerine aktiviteler olabilir",0.2,"Pozitif"
"2332","<a evde yada meclisde denemeyin asdasdasd",0.2,"Pozitif"
"2333","kbs lik interneti birinin işe bakış açısı net sizce",-0.2,"Negatif"
"2334","",0,"Nötr"
"2335","bitiste",0.3,"Pozitif"
"2336","yasuo mid sal",0.2,"Pozitif"
"2337","herzamanki iyi olmus 🔥🔥",0.9,"Pozitif"
"2338","guzeldi",0.3,"Pozitif"
"2339","espor spor bazı yorumların yanlı baya olumsuz spor dediğimiz olayda fiziksel hareket olması gerekir tabiki tür oyunlara bağımlılık sorun insanlar paralarını vakitlerini hayatlarını harcıyorlar anlaşılamaz durum quotyoutuberquot kavramı türkiyede yasaklansa kavram anda olacak",-0.4,"Negatif"
"2340","sonuç etkiledi bitirmen",0,"Nötr"
"2341","nineteenohseven fenerbahçe ltlt",0.3,"Pozitif"
"2342","süleymanoglu",0.3,"Pozitif"
"2343","profesyonel dota player road to mmr",0.5,"Pozitif"
"2344","hll",0.3,"Pozitif"
"2345","yassah kardeşim yassah",0.3,"Pozitif"
"2346","elektronik spor spordur<br>nedeni binlerce milyonlarca izleyicileri futbolda binlerce milyonlarca izlenen grup tarafından resmi oynanan kupa spor dalı spordur",0.1,"Pozitif"
"2347","güzel hazırlamışsın sonunda sevgili sporcumuz nu hatırlamanda güzeldi gözlerim dünya şampiyonu csgo takımımızdan görüntü aradı soruna gelirsem spordur işi yapanların diğer ülkelerde olduğu kontrol edilmesi lazımdır",0.8,"Pozitif"
"2348","lol",0.3,"Pozitif"
"2349","yorum sekmesi kayyum dolu",-0.4,"Negatif"
"2350","bostondynamicsin yeni robotu istiyoruz",0,"Nötr"
"2351","defa vidyonun konusunu bilerek diğer vidyolara ıq seviyem yetmiyo",-0.1,"Negatif"
"2352","elektronik spor olayı tamamen saçmalık",-0.8,"Negatif"
"2353","dün tüyo vermişdin canlı konu aklıma",0.1,"Pozitif"
"2354","hahaha ahahah salağın yorumu tutar şimdi",0.4,"Pozitif"
"2355","hayır saçma",-0.8,"Negatif"
"2356","holyphonix dedi adsadsdas <br>seviliyosun",0.4,"Pozitif"
"2357","❤️",0.6,"Pozitif"
"2358","merhaba beytdk sözlüğünde spor bedeni zihni geliştirmek amacıyla kişisel toplu gerçekleştirilen bazı kurallara uygulanan hareketlerin tanımlamadan yola çıkarak sporun ikiye ayrıldığını görüyoruz aktif bedeni geliştiren sporlar aktif zihni bilişsel gelişimi sağlayan sporlar elektronik spor bilişsel gelişimi sağlayan spor alanında olabileceği görülüyor ancak işin içine spor felsefesi girince işler özü nedir insanlar spor yapmalı burada kavrama dikkat ederseniz değişim yerine gelişme kavramı kullanılmış değişim çift yönlüdür olumsuzu olumlu olana içkindir ancak gelişme yönlü ileriye olumluya doğru olması gerek spor olduğundan zihinselbedensel ileriye doğru götürüyorsa spor kabul edilmektedir <br>ayrıca erek bedenin zihninin gelişimi alınmalıdır tabi insan tekyönlü canlı yaptığı işlerden haz almakkazanç elde etmekvaroluşsal sıkıntılarını gidermek tabiki belkide günümüzüm sporcularınındanda ziyade taraftarların görülen kendini gerçekleştirmeaidiyet duygusunu giderme psikolojik ihtiyaçlarınıda pragmatist canlıdır ancak sporun özü bunların hangisidir bedenzihin gelişimi psikolojik sosyolojik ihtiyaçları gidermek mi<br>bu tartışma uzar gider ancak yapılmış tanımdan yola çıkarak yapılan sporsal etkinlik bunlardan hepsini içerebilir amaçerek kesinlikle gelişme olmalıdır hedonist tavırlarendüstriyel endişeler vb gelişmenin önünde engel olmaktan öte geriletici eylemler spor olmaktan konuda ayrıca bilgilenmek isteyenlererdemliainsanspor olimpizm<br>spor özgün eylem alanıdır bireyin yapıcı yaratıcı etkinlikleriyle biçimlenmektedir insanın hareket dağarcığı tarihsel gelişimi içerisinde ihtiyaçları doğrultusunda gelişmiştir nedenle yapıcıyaratıcı etkinlikleri schelere insan kendisini gerçekleştirmek dünyaya gelmiş varlıktır dolayısıyla diğer canlılarda gördüğümüz sınırlarında yetkin yeterli olma durumu insanda yoktur gelişmesindeki gecikmişlik retardation görüşü açıklamaya girişerek insanı quoteksiklikler varlığıquot varlığı belirler insanın yaşamı eksikliğin giderilmesidir insana akılvicdan bunlara dayanan irade özgürlüğü vermiştir insanın kendisine yaraşır yaşama dayanağı sahip olduğu özgün bedene dayalı eylem kalırsa yozlaşır bozulur yönlü etkinliği gerektiren spor boyutlu ilkel benle salt güç kuvvetle sınırlanmış bedeni tanıyıp bilmek bedeni yönetip yetkinleştirmek sporun başka yanıyla bütünleşmedikçe güzelleşmedikçe eylem spor olmaz sporda bedenin güçlü hareketi güçlü güzellikle ortaya çıkar beden gücünün incelmiş beceri davranış gücüne dönüşmesiyle sporda güzellik doğar sportif davranış yalnızca güzel olanın eklenmesiyle tamamlanmaz spordaki güzelliğin davranıştaki erdemlilikle bütünleşmesi gerekir sportif davranış bedensel güç becerigüzellik erdemle bütünleştiği zaman tamamlanır erdemli age",-0.2,"Negatif"
"2359","güzel durum ek bazı strateji aktiviteye katılsa güzel olacaktır örneğin eu stellaris stronghold crusader oyunlar",0.7,"Pozitif"
"2360","ağzınıza sağlık olayı güzel anlatmışsınız çocukluk kahramanımız rahmetle anıyoruz mekanın cennet olsun<br>oyunlarla büyüyen işin profesyonel yapıldığı zaman diğer sporlardan farkı olmadığını düşünen birisiyim ayrıca ismi geçen league legends oyununu diğer aktif oynadığım maalesef çocuklarımızın gençlerimizin özellikle oyunu oynayanlara hitab edecek yaşta oyun oynayan kız çocuğu babasıyım quotoyunuquot oynarken hallere girip kendilerine karşı yapıldığını düşündükleri quothaksızlıklaraquot nasıl tepkiler verdiklerini bizzat gören birisi olarak<br>çocuklar gençler yetişkinler bunun oyun olduğunu unutmayın eğlence sektörü içerisinde kendinize diğer eğlenenlere eziyet etmeyin<br>ve diğer grup anne babalar ablalar çocuğunuz yada kardeşiniz oyun oynadığı zaman yanına oturup bakın oynuyor kimlerle oynuyor nasıl oynuyor oynadığının oyun olduğunu kapatınca orada kalacağını biliyor mu<br>daha uzun uzun yazılır başka zaman<br>bu arada son faker elinden geleni yaptın çiçekle bahar olmuyor",0,"Nötr"
"2361","eskiden mağaralara resimleri yapanlara quotboş işlerle uğraşmaquot denirdi insanlar kendileri ilgilenmedikleri yeni şeyin değerini anlamadan onu boş ilan etmeye bayılıyorlar",-0.8,"Negatif"
"2362","sonunda 🐳 herzamanki 🐳",0.9,"Pozitif"
"2363","legue legendsssssssss",0.3,"Pozitif"
"2364","rito kaç verdi",-0.4,"Negatif"
"2365","sabit fikirli olmamak lazım bilgisayar oyunlarının zihinsel spor olduğunu kabul etmek lazım insanlar galileo dünya etrafında güneşin etrafında dönüyor dediğinde onu engizisyon mahkemesinde yargılamişlardi digerini dünya yuvarlak dediği diri diri yakmişlardi bilgisayar oyunlarini kabul edememek boyle",-0.5,"Negatif"
"2366","altına gelen yorumlara bakılırsa türkiye e spora kolay kolay adapte olamayacak e spora boş iş zaman kaybı diyen insanlar acaba zamanlarını nasıl değerlendiriyor insanlığa katıyorlar",-0.2,"Negatif"
"2367","moruk ozcan sal",0.1,"Pozitif"
"2368","sonunu güzel bitirmişsin",0.6,"Pozitif"
"2369","yassah oolum yassah",0.3,"Pozitif"
"2370","",0,"Nötr"
"2371","sonundaki şarkının adını bilen",0.6,"Pozitif"
"2372","saçın iyi",0.9,"Pozitif"
"2373","<a şerefsiz aku",0.6,"Pozitif"
"2374","merhaba boriska marstan gelen indigo çocuk yapar mısın",0.3,"Pozitif"
"2375","promise galiba efsaneymiş",0.2,"Pozitif"
"2376","merhabalar üstadım edward snowden konusu malumunuzdur sanıyorum konu güncellik arzediyor fikrimce sizden bununla beklenir",0,"Nötr"
"2377","süleyman olu detayı iyi",0.8,"Pozitif"
"2378","pazar gününü seninle başladım mutlu ıdım sonunda teşekkür",0.9,"Pozitif"
"2379","muhteşem detaysın",0.3,"Pozitif"
"2380","duygulandirdin abi🛠",0.3,"Pozitif"
"2381","gün beş dakika seninle yüz yüze görüşeceğim günü bekliyorum emeğine sağlik",0.3,"Pozitif"
"2382","sunucu kısmına kaan kuralı koysaydın keşke",0,"Nötr"
"2383","müthiş",0.3,"Pozitif"
"2384","kardeşim bilim sanatteknoloji adına faydalı numara teşekkür ederiz",0.9,"Pozitif"
"2385","güzel bağlamışsın süper",0.9,"Pozitif"
"2386","cep herkülüne rahmet ağir şeyi kaldirdiğimizda onun adini bağirarak söylerdik🐠",0.5,"Pozitif"
"2387","ci",0.2,"Pozitif"
"2388","",0,"Nötr"
"2389","spor",0.4,"Pozitif"
"2390","yasah gardaşim yasah 📁📁📁",0.4,"Pozitif"
"2391","ejderhayı nasıl yapmışlar robot yoksa cgi",0,"Nötr"
"2392","star craft cansın abiii sevdiğim",0.4,"Pozitif"
"2393","bildiğim terimleri kullanınca holyphoenix gob diyince mutlu oldum ihtimal oynayan herkes arada süleymanoğluna rahmet eğlesin",0.8,"Pozitif"
"2394","bayildim dostum twitch e geri donecektim fakat videonu izlemekten kendimi alamadim",0.8,"Pozitif"
"2395","bilgisayar oyunu oynayan çocuk dediğin kaybettin",-0.4,"Negatif"
"2396","muhteşem elinize sağlık",0.9,"Pozitif"
"2397","nedenini bilmeden sürekli bariş videoları izlemekle hazırlar mısınız",0,"Nötr"
"2398","adamların milletvekili cosplay yapıyor bizimkiler hangimiz atatürkü seviyor tartışması yapıyor garip",-0.2,"Negatif"
"2399","you are beyond s real pleasure to learn form you",0.9,"Pozitif"
"2400","ov yea lol",0.7,"Pozitif"
"2401","türkiyede espora giriş yapan takımlar fenerbahçe galatasaray beşiktaş",0,"Nötr"
"2402","şöyle videolar atıp gençleri heveslendiriyosun hayatımda geri dönülmücek hasar bıraktı oyun uyuşturucudan hiçbir farkı",-0.5,"Negatif"
"2403","dünya bilgisayar oyunu yokken iki dünya savaşı",0.3,"Pozitif"
"2404","challengerim anlatabiliyorum",0.3,"Pozitif"
"2405","vermek istediğin mesajıanlatmak istediğin konuyu dinleyince annem saniye duraksız alkışladı seviliyorsun",-0.4,"Negatif"
"2406","kapanışın efsaneeee olmuşş",0.3,"Pozitif"
"2407","yanlışınız e spor oyunculari gun boyunca gunde antrenman yapmiyolarlar cumartesi pazar gunleri izinliler isterlerse gaming house larında kalabilirler isterlerse evlerine gidebilirler bunun sıra sezon arası dönemlerde toplamda yılda yaklaşık aylık dönemde izinliler herhangi e spor müsabakası ayrıca saatlik antrenmanlarında yanlızca oyun oynamıyorlar takim arasi iliskilerini geliştirebilmek icin hergün oturup koçlariyla birlikte muhabbet ediyorlar ayrica gaming house spor salonuda bulunuyor nedenle aksam sabah sporuna ayirdiklari vakitde antrenman saatleri icinde bunun sira gaming house yüzme havuzuda bulunuyor gun takimca yuzme havuzundada vakit geciriyorlar buda antrenman saatleri icinde sayiliyor günde saatlik süre antrenman saati degıl gamin houseda zaman gecirdikleri sabah saate yakin takim antrenmanı yapiyorlar takimca oyun oynayip birbirleriyle senkronize olduklarinı test edip takim uyumunu gelistirmeye calisiyorlar ögleden bireysel antrenmana basliyorlar sırada yaptiklari pekte onemli degil acikcasi twichde yayin acmalari serbest bazi oyuncular internet dizileri izliyor bazilaro kore liginin tekrarlarini bazilariysa twich üzerinden yayin açıp binlerce kişi karşısında muhabbet ederek keyifli sekilde oyununu oynuyor abonelerini discorda cekip onlarla sohbet ederek oyununu oynuyor hergün yeni insanlarla tanışıp yandan sosyallesiyor demem bilgisayar asosyalliktir düsüncesini artik atin zihninizden önyargılarını kıramayan bilgisayar oyunlari hakkinda ufak bilgisi olmayan insanlarin düsüncesidir arada üşenmeyip yazımı sonuna okuduysanız",0,"Nötr"
"2408","iyi diyosunda profosyonel oyuncular gaming house larda kalıyo katlı havuzlu mutfağıyataklarıspor salonu bilgisayarları ev saatin çalışıp geri kalan saatlerde spor yapıyolar turnuvalar sırasında haftalık aralar verildiğinde istediklere yere gidiyorlar yüzden hastalık extreme şeyler",0.4,"Pozitif"
"2409","kanalı videosunda insana birşeyler katabilir <br>evet kanal",0.5,"Pozitif"
"2410","bildiğim halde izliyorum belki bilmediğim vardır",-0.6,"Negatif"
"2411","olm kanalın içeriğiyle abonesi ortantısız az m olması",-0.1,"Negatif"
"2412","muhteşem insansın",0.3,"Pozitif"
"2413","neler göreceğiz acaba",0,"Nötr"
"2414","xantares nerde",0.1,"Pozitif"
"2415","heyecanla videonu beklemek izlemek🙥🙥",-0.1,"Negatif"
"2416","kız arkada deyince",0.1,"Pozitif"
"2417","çocuğunuz bilgisayar telefonda oyun oynamasına izin veriyor musunuz gerçi henüz yaşı küçük izin vermeyin kısıtlayın kitap okumaya 💄",0.1,"Pozitif"
"2418","starcraft çı cıktı for the pross",0.3,"Pozitif"
"2419","babam izlerse lol oynatmazlar",0.1,"Pozitif"
"2420","kalite kokuyor 🜩",0.4,"Pozitif"
"2421","<a",0.6,"Pozitif"
"2422","esporcu olacam <br>vermezlerse gaçacam",0.2,"Pozitif"
"2423","milyon takipçin olduğunu hayal",0.7,"Pozitif"
"2424","onların hikaye anlatma biçimi",0.6,"Pozitif"
"2425","satranç nasıl sporsa masa başıysa espor satranç akıl disiplim strateji gerektirdiği spor kategorisine koyulabilir",0.2,"Pozitif"
"2426","bide abimizi anlatsana",0,"Nötr"
"2427","son videoma like güzel yorum bırakana + hesapla abone olacam",0.6,"Pozitif"
"2428","son videoma like güzel yorum bırakana + hesapla abone olacam",0.6,"Pozitif"
"2429","son videoma like güzel yorum bırakana + hesapla abone olacam",0.6,"Pozitif"
"2430","son videoma like güzel yorum bırakana + hesapla abone olacam",0.6,"Pozitif"
"2431","kanalıma abone olup son videoma like güzel yorum bırakana + hesapla abone olacam",0.7,"Pozitif"
"2432","yemin sonunda dilen",0.4,"Pozitif"
"2433","esporu ciddiye alınacak spor dalı oldugunu dusunmuyorum sonuçta sanalda sanalda kalıyor oyunun ıcıne girip oynasa dıyıcem tamam spora benzedi klavye fare oynan oyun spor dalı demek saçma beynini geliştiriyor nede kasını mantık çerçevesinde bakınca hobi oynanabilir spor düşünmek mantıksız",-0.6,"Negatif"
"2434","un zirvesinde olmayı hak eden",0.1,"Pozitif"
"2435","lol",0.3,"Pozitif"
"2436","çocuklarımıza dünyaya geldiklerini yerine getirmeleri gereken sorumluluklarını onlara unutturacak yalan dünyayı desteklemeliyiz dünya sınav yalan amel allaha ortak koşmalarına onlara farklı inançların aşılmasına vesile desteklediğinizden dolayı sizi kınıyorum",0.1,"Pozitif"
"2437","yalnız frozen efsaneydi",0.1,"Pozitif"
"2438","güzel anlatıyo",0.8,"Pozitif"
"2439","lol pişmanliktir",0.1,"Pozitif"
"2440","espor spordur<br>çünkü balıklar lavda yüzer onlar su hayvanı",0.1,"Pozitif"
"2441","spordur",0.3,"Pozitif"
"2442","sanal spor iyi olurdu",0.1,"Pozitif"
"2443","iste bekledigim",0.7,"Pozitif"
"2444","arada sondaki şarkının ismi legends",0.2,"Pozitif"
"2445","sanal show uygun spor fizikselbedensel beden yapılan hareketlerdir bırakalım kalsın",0.6,"Pozitif"
"2446","günümüzde profesyonel spor yapan insanlara mesleğini sorsanız yaptığı sporu söyleyecektir quotfutbolcuyumquot yüzden olay aslında tam konuya değinmeli spor olayı kendini geliştirme iyileştirme bakımından meslek ele alınıyor bakacak olursak futbolculuk espor aslında tam zamanlı meslek abicim okursan kalp atarsan sevinirim saygılarımla",0.6,"Pozitif"
"2447","kalite kalite 🜩",0,"Nötr"
"2448","nasıl bağlıyorsun hayret dilerim",0.4,"Pozitif"
"2449","yaptın yapacagini aşmiş yi",0,"Nötr"
"2450","korede ayranim",0.3,"Pozitif"
"2451","spor kavramı aktif hareketlerle bağdaştığı bilmiyorum pek sporda yakışmamız",0.1,"Pozitif"
"2452","yıllık sevdiğim öğretmen razı sizden",0.9,"Pozitif"
"2453","hayır danla izleyen insanlar şuna boş diyor enes batur izleyip gezenler boş iş diyemez oynuyordum harbiden yılım boşa gitti sakın oynamayın yıl boyunca günde lol oynardım oyunu geçen yıl bıraktım size başlamamanızı tavsiye başladıysanız kesinlikle bırakın",-0.8,"Negatif"
"2454","olmuyo bak izlemeye kıyamıyom izlemediğim videon kalmadı eve kamera yerleştir tüm gün izleyelim",-0.7,"Negatif"
"2455","vay oyuncular çekeceğini düşünmezdim",0,"Nötr"
"2456","faydalı içerikler üretiyorsunuz fakat ricam olacak çocuklar içerik üretebilir misiniz ayda kitap projesi işimize yaradı benzer çocuğunuzla uyguladığınız yöntemler varsa bizimle paylaşın 🢄",0.1,"Pozitif"
"2457","güzel sağlık",0.9,"Pozitif"
"2458","oynamakta gt ister",0,"Nötr"
"2459","gençler oynuyorsanız oynayın oturup günde lol kısa oyunlar tozun kitap okuyun",0.4,"Pozitif"
"2460","😮😮",0.2,"Pozitif"
"2461","sonundaki mesjlara bayılıyorum kim tahmin ederdi süleymanoğlundan",0.3,"Pozitif"
"2462","anime dedin heyecanlandım resmen 🙠 one piece hazırlayacağın günü yıllardır bekliyorum",0,"Nötr"
"2463","insansın",0.3,"Pozitif"
"2464","legends",0.5,"Pozitif"
"2465","sporun elektronik ortama doğru kaymasından bahsedildiği zaman aklıma zaman gerard butlerın başrolünde oynadığı gamer filmi aklıma geliyor aslında esporda teknolojinin gelişimiyle alakalı teknoloji ilerledikçe hayat filmdeki evrilecek",0.4,"Pozitif"
"2466","<a hakkinda sekilde bilgi verirmisn cunku gelecegin tv olucak",0,"Nötr"
"2467","rekkles baba",0.4,"Pozitif"
"2468","👏👏👏👏 değerlerimize desteğiniz",0.4,"Pozitif"
"2469","sonunda ağlamak normal",0.3,"Pozitif"
"2470","ülkemizde şeylere aşırı yargılı bakıyorlar",-0.4,"Negatif"
"2471","düşün",0,"Nötr"
"2472","lol oynayanlar",0.1,"Pozitif"
"2473","tamam bizler seviyoruz yaa biz maks oynadıktan kalkıyoruz tabiki bazılarına gelebilir",0.2,"Pozitif"
"2474","pazar günlerini sevmenin nedeni atman",0.2,"Pozitif"
"2475","bitcoin hazirlayabilirmisiniz",-0.1,"Negatif"
"2476","yüzden izliyoruz",0.2,"Pozitif"
"2477","<b>yasağğğk kardeşim yasağğğk<b>",0.2,"Pozitif"
"2478","spor bağımlılık",0.5,"Pozitif"
"2479","yapmışsın",0.3,"Pozitif"
"2480","iyi bişey miş güzel olmuş🙩",0.9,"Pozitif"
"2481","uzayda dk dünyada yilll",-0.4,"Negatif"
"2482","oyunu eğlenmek hobi oynuyorum durum endüstriyelliğe geçmemeli san marino futbolun endüstriyel olmadığını hatırlatıyorsa dotanın counter strikeın olmasını engellemeliyim",0.5,"Pozitif"
"2483","yaptın yapacağını özcan🞥🞥",0.2,"Pozitif"
"2484","online spor harici bide hikaye bulunduran kişilik oyunlar hikayeleri oynanışları çoğu insanları derinden etkileyen sürü oyun e spor oyun dünyasının sini kaplıyordur geri kalan kısımı incelense güzel olurmuş bahsettiğim lik kısım hikaye oynanış bulunduran oyunlar şahsen geri kalan lik kesim ülkedeki insanların quotoyun oynuyorsun kaç yaşındasın yaquot görüşleri birazda düşürülebilir oynayanı çocuk şiddet seven kişiler görüyorlar derine inince oyunlarının çeşitli olduğunu bilmiyorlar önümüze gelip geçen herkesi katleden seri katil konseptli oyunlar oynadığımızı sanıyorlar derine inince oyunlarının hepsi kesinlikle oynamanın espordan bahsetmiyorum iş yapılan oyun türü kitap okumak film izlemek müzik dinlemekten farkı kesinlikle günlük aktivitelerden farkı saydığım yaygın günlük aktiviteleri oyun görebilirsiniz bahsettiğim günlük yaşamın parçası saydığım espor cep telefonu oyunlarından bahsetmiyorum konsol bilgisayar yapılsa mutlu olurum",0.3,"Pozitif"
"2485","suleymanoglu rahmet eglesin adamsin",0.7,"Pozitif"
"2486","milletvekilerimize sesleniyorum evde mecliste denemeyin",0,"Nötr"
"2487","şeyden yeteri almak lazım yüzden quotzamanımızı gereksiz şeylere harcamayalımquot yorumlar yapmak yanlış",-0.7,"Negatif"
"2488","sonunda beklediğim kaliteli sağlık",0.9,"Pozitif"
"2489","sonunda duygulandırdın buraya bağlayacagın aklıma gelmemişti sonuna gelene",0.6,"Pozitif"
"2490","ilkez bildigim biseyi anlatti",0.3,"Pozitif"
"2491","legends",0.5,"Pozitif"
"2492","lol den bahsetmissin turkiyenin csgo turnuvasinda dunya sini oldugunu hic solememissin",0.1,"Pozitif"
"2493","annem güç gerektiren şeyi başardığımda herkül oğlum derdi kendimi sanarken aslında herkül süleymanoğlunun kendisiydi kafamdaki herkül naimdi yaşım lol oynuyorum asıl süleymanoğluna bağlaman süper gözlerim doldu çocukluğumun efsanesi",0.5,"Pozitif"
"2494","guzel bitirmişsin rahmet eylesin mekanı cennet",0.9,"Pozitif"
"2495","ses kaymış yoksa problem",-0.4,"Negatif"
"2496","ölür dostum ölür ölür şükrü blue planet ölür ölmeyecek işler nedir sorusunun cevabını bulmak lazım sorunun cevabını herkesin tastamam alacağı gün gelmeden <br>bu arada sağlık gene güzel hazırlamışsın tebrikler 🜃",0.5,"Pozitif"
"2497","heroes always get remembered legends",0.8,"Pozitif"
"2498","türkiyede iyi güzel içerikleri yorumunu anlatış tarzını katarak güzelleştiriyorsun başarılarının devamını dilerim",0.9,"Pozitif"
"2499","espor csgoda türkiyeyi iyi temsil eden spacesoilderstan bahsetmeni beklerdim ♥️",0.7,"Pozitif"
"2500","lol min üst koridor",0.4,"Pozitif"
"2501","bitcoin le çekermişim nerden nasıl alırız",0,"Nötr"
"2502","şarkıyı dinlediğim oluyor süleymanoğlunun videosu gelince ağlama geldi kendimi zor tutum",0.8,"Pozitif"
"2503","spor sözlük anlamı lâtince disportare desport biçiminde quotdağıtmak birinden ayırmakquot anlamına gelen sözcüklerden yüzyıldan günümüze gelinceye hecesi aşınarak quotsportquot biçimine dönüştüğü araştırmacılar tarafından öne ansiklopedisi sporu quot belirli ölçüde güç beceri gerektiren yarışmalı eğlenceli tanımlamaktadır",0.3,"Pozitif"
"2504","anket sonunda çıkıyor hala twitch e döndün diyen",0,"Nötr"
"2505","yasuo güçlü çar aksini iddia ede gelsin konuşalim sajdchasdjca",0,"Nötr"
"2506","siz cidden efsanesiniz",0.3,"Pozitif"
"2507","faker kaybedince yıkılmştı aklıma geldi",-0.3,"Negatif"
"2508","yassah kardeşim yassah",0.3,"Pozitif"
